house_type;house_zip_code;house_rooms;house_square_meters;house_year;house_taxes;house_energy;house_ground_area;house_price
Villa;8800;7;198;34;2606;D;878;2695000;
Villa;4863;4;127;48;1630;D;841;850000;
Villa;8500;4;124;42;1873;C;1165;1495000;
Villa;3050;5;131;71;3557;D;900;4495000;
Villa;6720;3;70;171;2135;D;9105;1498000;
Villa;2840;3;70;82;5305;E;915;5000000;
Villa;4720;3;75;148;1329;G;425;875000;
Villa;8800;3;122;63;2260;E;567;1495000;
Villa;6000;8;210;99;3097;D;1126;4495000;
Rækkehus;4760;4;115;0;1831;A20;449;1695000;
Villa;7430;6;189;70;2691;D;1419;2645000;
Villa;8620;5;122;67;1379;F;1103;495000;
Villa;6400;6;153;60;2494;E;1181;2095000;
Villa;8700;4;120;2;2605;A15;858;2695000;
Villa;7830;3;106;91;1266;E;560;925000;
Villa;8970;4;126;111;1894;F;16262;1549000;
Villa;2740;6;181;68;5094;D;722;4495000;
Villa;9970;3;132;78;1667;F;1011;545000;
Villa;8800;5;153;15;2862;B;915;2985000;
Villa;8960;4;126;55;2003;D;723;1695000;
Villa;8541;7;182;5;3866;A15;928;5595000;
Villa;5700;7;212;83;1838;D;3300;2175000;
Villa;8600;5;180;61;2671;D;863;2745000;
Villa;4892;4;121;105;1268;D;536;625000;
Villa;4262;4;152;48;2237;C;1023;1575000;
Villa;7800;3;70;66;1307;E;634;630000;
Villa;4632;5;143;50;2863;C;773;2995000;
Villa;6400;5;147;124;1752;D;679;945000;
Villa;5874;6;247;181;1771;C;948;2695000;
Villa;8600;5;170;56;2266;F;24680;5885000;
Villa;9690;3;128;91;1103;G;1427;635000;
Villa;8653;4;138;51;2689;D;1174;1645000;
Villa;8800;4;178;53;2195;D;3105;950000;
Rækkehus;2620;5;108;53;3936;C;131;2795000;
Villa;3310;5;135;46;3045;E;867;2795000;
Villa;4682;12;398;78;3273;D;6067;4795000;
Villa;6900;5;170;104;1331;G;270;675000;
Rækkehus;9000;4;107;41;1881;B;241;3195000;
Villa;2605;6;188;61;3843;C;977;4998000;
Villa;8850;4;122;15;1895;C;794;1650000;
Villa;9492;3;138;14;1784;B;291;2800000;
Villa;4700;2;101;146;1429;G;490;695000;
Villa;3400;4;101;146;3201;C;1155;2895000;
Villa;4000;7;198;171;3398;D;908;3495000;
Villa;4720;3;140;151;1555;G;2000;695000;
Villa;5500;2;81;70;1547;E;560;1695000;
Villa;7100;4;100;91;1993;E;349;1695000;
Villa;9320;8;202;54;1703;E;823;745000;
Villalejlighed;2820;4;113;87;3715;D;1130;5250000;
Villa;5672;13;433;43;2761;C;999;2995000;
Villa;8464;4;130;4;2505;A15;493;3798000;
Villa;4340;5;157;121;2693;E;836;3145000;
Villa;7830;5;125;49;1287;C;946;795000;
Villa;8544;4;106;55;1994;C;769;1725000;
Villa;2670;5;168;49;3564;C;750;4150000;
Villa;9210;6;195;12;4070;B;1147;5295000;
Villa;4622;4;134;42;3142;C;867;3695000;
Villa;6093;5;190;1;2843;A20;919;2995000;
Villa;2650;5;112;67;4734;F;818;5445000;
Villa;2690;5;138;56;3204;C;800;3850000;
Villa;7830;6;129;121;1163;C;554;798000;
Villa;8850;4;140;22;1863;C;973;1745000;
Villa;4600;4;184;74;4381;C;786;5675000;
Villa;9460;5;148;48;1626;D;800;845000;
Rækkehus;8700;3;77;2;1982;A15;261;1775000;
Villa;2840;5;137;52;6985;E;1182;4750000;
Villa;4220;5;99;114;1747;G;338;845000;
Ejerlejlighed;1860;5;187;140;5100;E;894;19000000;
Villa;8700;5;149;58;1944;D;788;1795000;
Villa;8740;4;126;95;1696;D;689;875000;
Villa;7741;4;113;82;1126;E;785;395000;
Villa;6000;5;104;52;2739;E;618;1795000;
Villa;9381;4;100;56;1495;C;635;895000;
Villa;2900;5;156;43;4673;E;1182;8495000;
Villa;9690;3;126;50;1013;D;834;420000;
Villa;7800;4;129;101;1573;D;1074;930000;
Villa;4900;4;121;61;1631;G;630;495000;
Villa;6100;6;150;49;2050;D;1272;1845000;
Villa;8620;5;151;111;1866;E;926;945000;
Villa;2920;7;175;84;7048;E;887;13495000;
Villa;6990;3;105;61;945;F;1566;425000;
Villa;4470;4;121;80;1438;F;985;945000;
Villa;6400;6;120;151;1946;E;1056;665000;
Villa;6683;6;176;119;1435;D;2275;498000;
Villa;8500;5;140;91;1217;E;480;945000;
Villa;6973;4;160;90;1247;D;290;565000;
Villa;6510;4;142;47;1256;E;987;675000;
Villa;8300;4;105;132;1749;D;278;995000;
Villa;9460;5;120;144;1508;E;6043;995000;
Villa;6950;3;101;59;1178;F;676;825000;
Villa;9640;3;120;78;1278;C;848;875000;
Villa;5750;6;170;128;1490;F;909;895000;
Rækkehus;5610;2;108;144;1089;C;55;895000;
Villa;7540;3;101;76;1334;F;2460;695000;
Villa;4750;3;100;221;1569;E;1303;695000;
Villa;6800;6;159;92;1750;F;468;695000;
Villa;7800;4;118;50;1066;E;703;720000;
Villa;5610;3;101;194;1642;E;1210;795000;
Villa;5471;5;140;67;1411;D;690;795000;
Villa;9330;4;101;43;1528;C;210;845000;
Villa;8961;4;108;49;1279;D;832;848000;
Villa;5750;4;137;121;1475;E;881;865000;
Villa;9800;3;77;66;1599;F;648;875000;
Villa;6064;6;126;161;1192;D;906;875000;
Rækkehus;4760;3;101;121;1870;C;348;895000;
Villa;5620;4;111;87;1220;E;593;895000;
Ejerlejlighed;8960;3;81;51;1931;B;26270;898000;
Ejerlejlighed;9560;3;66;30;1783;C;15439;898000;
Villa;4900;4;136;69;1533;D;521;899000;
Villa;6880;5;154;51;1686;E;825;985000;
Villa;4750;5;111;52;1974;G;1203;995000;
Villa;9541;4;110;90;1242;E;2600;995000;
Villa;5871;4;147;61;1383;G;786;995000;
Villa;6300;3;96;244;1601;C;427;995000;
Rækkehus;8210;1;26;35;1212;D;3211;998000;
Villa;9900;7;200;271;2763;E;1455;1095000;
Villa;6300;6;184;106;1434;C;890;1100000;
Villa;6630;4;150;47;1486;F;935;1125000;
Villa;5600;2;108;62;1227;D;800;1175000;
Villa;7400;4;190;171;1806;E;12131;1195000;
Villa;4281;4;124;116;1720;C;470;1295000;
Villa;5700;4;104;62;2006;G;650;1295000;
Villa;9560;4;136;151;1145;G;700;1325000;
Villa;7430;4;105;88;1459;E;633;1345000;
Villa;9530;3;104;66;1458;E;1329;1375000;
Villa;4370;4;124;35;1971;C;800;1895000;
Villa;6705;5;115;58;2215;D;788;1898000;
Rækkehus;5300;3;97;35;2270;B;90;1995000;
Villa;9310;4;158;44;1848;C;941;1995000;
Villa;7442;6;187;52;2625;D;2401;1995000;
Villa;4573;4;124;13;1912;C;2840;1995000;
Villa;5772;6;174;49;1934;C;960;1995000;
Villa;6740;5;169;89;1921;C;466;1998000;
Villa;6700;3;95;93;1821;E;322;2048000;
Villa;6580;5;142;50;1989;G;796;1395000;
Villa;7755;6;224;101;1937;D;31888;1395000;
Villa;6705;5;145;49;1929;C;790;2095000;
Villa;9900;6;150;52;1951;C;625;2095000;
Villa;5491;7;150;63;1439;C;549;1395000;
Villa;6960;4;120;52;1618;D;568;1398000;
Rækkehus;7000;5;136;43;1885;D;471;1400000;
Villa;5672;4;187;121;1591;C;516;1445000;
Villa;7600;5;128;87;1754;C;492;1575000;
Ejerlejlighed;5250;2;51;111;1195;C;394;1445000;
Villa;4780;5;224;105;2148;C;1297;1450000;
Villa;8940;5;139;61;2334;D;1191;1645000;
Villa;8900;3;114;5;1956;A15;51;1695000;
Villa;6880;6;298;48;2230;D;1481;1695000;
Villa;5610;7;188;84;2011;F;937;1695000;
Villa;6000;4;131;131;1700;E;133;1495000;
Villa;7900;5;208;59;2085;C;788;1495000;
Villa;4780;7;198;105;2363;C;5253;1695000;
Villa;7000;4;124;45;2431;C;861;1495000;
Villa;8680;3;91;19;2035;B;863;2100000;
Villa;9240;6;128;37;1836;A10;322;2100000;
Villa;7250;8;293;96;2547;E;16856;1495000;
Villa;6100;4;100;17;1943;C;403;1775000;
Villa;5772;6;194;97;1446;D;3085;2145000;
Villa;9700;4;131;56;2111;C;1590;1495000;
Villa;8920;4;113;51;2412;E;864;1795000;
Villa;4300;6;186;54;2445;E;1253;2195000;
Villa;5690;5;176;146;1895;D;846;1495000;
Villa;3740;6;207;106;1434;E;1256;2150000;
Villa;9700;4;214;50;2217;D;785;2150000;
Villa;6600;3;117;85;1617;F;720;995000;
Villa;8960;6;190;48;2706;C;979;2395000;
Villa;7673;5;160;121;1729;G;35816;2195000;
Villa;8722;4;140;31;1960;C;748;2195000;
Villa;4200;5;149;55;2728;C;900;2395000;
Villa;9640;5;150;52;1718;C;1276;1798000;
Villa;6715;4;116;42;2160;D;878;2225000;
Villa;7800;2;86;94;1686;D;378;995000;
Villa;4700;5;183;53;2949;C;910;2438000;
Villa;6000;4;133;50;2630;D;650;2245000;
Villa;5500;3;95;54;1676;C;725;1498000;
Rækkehus;9210;4;132;36;2632;B;174;2445000;
Villa;5466;6;151;94;2070;F;1022;2250000;
Villa;4673;4;106;62;2452;F;702;2495000;
Rækkehus;4130;4;97;0;2435;A15;254;2495000;
Villa;8723;3;121;58;1702;E;1054;1075000;
Villa;4340;5;169;40;2259;C;918;1800000;
Villa;4700;5;280;196;3025;D;3013;2375000;
Villa;7323;4;126;72;2062;C;675;1545000;
Villa;4700;4;111;73;2567;C;536;2595000;
Villa;4000;7;209;118;3539;E;815;2495000;
Villa;2640;4;112;67;3264;G;875;3495000;
Villa;8370;6;154;60;2034;D;780;1575000;
Villa;4880;6;131;179;1287;A10;680;2595000;
Villa;8882;11;380;56;1934;C;1744;2495000;
Villa;8361;4;144;129;2010;C;1130;1845000;
Villa;5300;3;76;66;2084;E;520;1575000;
Rækkehus;2620;4;108;49;3840;B;126;2595000;
Villa;4340;4;156;46;2477;C;800;2495000;
Rækkehus;2970;4;99;35;3962;C;151;3650000;
Villa;3400;5;184;10;4144;B;1200;6795000;
Villa;7200;3;90;72;1423;E;1200;1075000;
Villa;6200;8;265;144;3602;F;4606;1845000;
Villa;9700;5;172;69;1979;C;619;1595000;
Villa;6000;6;153;36;2816;C;764;2595000;
Villa;7400;4;117;94;1905;C;458;2395000;
Villa;6715;5;117;56;1788;D;695;1598000;
Villa;8660;4;107;52;2456;D;815;2598000;
Villa;2650;5;146;48;4831;D;731;6965000;
Rækkehus;8220;3;101;15;2397;B;295;3750000;
Villa;9850;5;169;60;1806;C;907;1625000;
Villa;5260;7;249;46;3793;C;37038;7495000;
Villa;4060;7;272;97;3898;C;1475;3795000;
Villa;9800;5;154;1;2397;A15;736;2695000;
Villa;4296;4;121;49;2034;E;853;1095000;
Villa;5700;6;93;142;1790;D;532;1645000;
Villa;7500;8;171;67;3716;C;1908;7500000;
Villa;3390;2;76;62;2662;D;1122;1850000;
Villa;3200;4;138;53;3267;E;963;2695000;
Villa;9000;5;139;111;3143;F;591;2695000;
Villa;5700;5;280;245;2416;D;4915;3795000;
Villa;8544;4;138;84;1449;C;889;1895000;
Villa;5500;6;199;106;5337;E;10543;8900000;
Villa;4660;4;151;111;1914;D;645;1695000;
Rækkehus;8471;4;108;9;1706;A10;119;2695000;
Villa;5450;5;149;50;1754;D;763;1045000;
Villa;4400;6;213;91;2743;C;685;1895000;
Villa;2800;5;173;57;7017;C;1209;9245000;
Villa;9640;4;153;51;1662;C;1081;1695000;
Villa;4600;3;147;194;2186;D;581;2695000;
Villa;6650;5;131;42;1627;C;759;1095000;
Villa;7700;5;141;56;1792;D;742;1095000;
Villa;9550;4;139;50;2331;C;937;3795000;
Villa;2800;8;258;116;6714;C;1067;11900000;
Villa;8831;6;247;12;2553;B;2979;2745000;
Villa;9500;6;163;76;1244;C;687;1195000;
Villa;6740;4;123;68;1165;C;1390;1148000;
Villa;9000;6;179;93;2326;C;394;3798000;
Villa;6040;5;185;14;3071;B;931;2750000;
Villa;5884;5;128;82;1613;E;862;1695000;
Villa;6000;5;108;67;2338;F;675;1295000;
Villa;6440;4;158;41;2271;C;246;2395000;
Rækkehus;4000;4;107;51;3697;E;446;3895000;
Villa;4700;4;160;141;1724;C;473;2750000;
Villa;4200;4;112;3;2537;A15;459;2795000;
Villa;4540;5;175;16;2053;C;962;1750000;
Villa;7600;5;148;44;1573;D;1066;1295000;
Rækkehus;8200;4;103;71;2080;A10;88;3995000;
Villa;8550;3;148;101;1542;E;405;1175000;
Villa;5500;3;87;91;1767;E;449;2395000;
Villa;2820;8;242;85;10434;E;1079;13750000;
Villa;4440;7;205;46;2222;F;1543;1895000;
Villa;6070;7;164;89;1988;C;772;2795000;
Villa;8740;7;197;124;2047;E;5163;1795000;
Villa;6000;5;160;16;3100;B;486;3995000;
Villa;8940;3;71;61;1772;D;783;1295000;
Villa;7441;6;167;58;2000;C;707;1895000;
Villa;5250;5;127;48;2127;C;743;2495000;
Villa;6700;5;97;62;1934;F;443;1798000;
Villa;7330;5;211;7;2791;A10;1063;3995000;
Villa;6230;5;154;76;1902;D;632;1175000;
Villa;8620;3;100;121;1738;G;4200;1395000;
Rækkehus;9210;4;118;47;2241;A10;182;1798000;
Villa;2820;7;272;86;10905;E;1032;14995000;
Villa;9260;5;159;87;2399;D;814;2850000;
Rækkehus;4220;4;162;88;2206;B;622;4150000;
Rækkehus;6800;5;121;44;1382;B;1216;1448000;
Villa;4750;7;270;139;2412;D;2069;1950000;
Villa;8240;7;198;12;13168;B;800;26500000;
Villa;6100;6;171;82;2524;D;612;2945000;
Rækkehus;2630;3;86;62;2809;C;396;2795000;
Villa;6705;4;135;54;1902;D;761;1798000;
Villa;2610;4;136;82;4379;C;848;4249999;
Ejerlejlighed;1860;9;352;140;10290;E;894;29000000;
Villa;8600;5;183;47;2433;D;2164;2950000;
Rækkehus;2620;4;108;53;3758;C;130;2798000;
Villa;4700;5;153;59;2342;E;770;1845000;
Villa;7120;8;428;11;18492;B;1703;29700000;
Villa;3390;5;149;45;2843;C;739;2995000;
Villa;2605;6;164;76;3596;C;878;4395000;
Villa;4583;4;120;48;1929;E;801;1195000;
Rækkehus;2650;5;110;78;3803;C;350;4150000;
Villa;9530;6;162;45;2301;C;954;2495000;
Villa;7770;3;110;55;974;D;1279;425000;
Villa;4652;3;115;49;2155;D;855;1995000;
Villa;8600;4;115;33;2017;C;658;1895000;
Villa;9490;5;121;35;1568;C;926;1275000;
Villa;8500;5;136;38;1706;D;1092;1475000;
Villa;8300;6;155;40;3472;C;1101;3345000;
Villa;4850;3;112;93;1255;F;443;495000;
Villa;9900;6;248;4;3431;A15;1390;4500000;
Villa;4632;6;250;141;3660;C;13203;4495000;
Villa;4700;3;76;68;2071;F;735;1295000;
Villa;5580;8;214;131;2063;C;4037;1495000;
Villa;8700;5;151;0;3503;A15;810;3395000;
Villa;4330;6;176;171;1934;E;902;1995000;
Villa;8220;6;240;49;3663;D;1079;4695000;
Rækkehus;5500;4;111;88;1388;D;298;1495000;
Rækkehus;2665;4;88;19;2379;B;86;2895000;
Villa;2660;6;187;20;3373;B;749;4595000;
Villa;4681;5;203;98;2823;C;1176;4795000;
Villa;5935;4;119;171;1266;G;382;495000;
Villa;7000;9;176;39;2628;C;674;2495000;
Villa;2650;4;144;80;4519;C;817;4749000;
Villa;8600;5;180;1;3424;A15;790;4795000;
Villa;4840;4;102;121;1277;G;1019;525000;
Villa;7330;3;103;57;1818;D;1299;1545000;
Villa;2670;5;117;55;3272;D;751;3395000;
Villa;4500;6;104;64;1479;F;1051;1295000;
Villa;8560;6;320;110;3113;C;6651;2495000;
Villa;4780;5;185;121;2310;B;5424;1995000;
Villa;9800;4;110;54;1183;E;1000;545000;
Villa;5762;5;228;18;2868;C;915;4995000;
Villa;8960;5;150;2;2814;A15;690;3495000;
Villa;4320;5;160;50;3425;C;711;2945000;
Villa;9900;4;117;36;1762;C;642;1585000;
Villa;7300;5;180;20;1890;B;1311;1295000;
Villa;5250;7;185;37;3519;C;785;4795000;
Villa;6600;1;192;106;2054;D;752;2495000;
Villa;7323;5;242;48;3553;D;2328;1995000;
Villa;2670;5;166;24;3705;C;832;5245000;
Rækkehus;3400;4;119;16;3399;C;330;3545000;
Villa;7500;6;188;50;2693;D;1020;1995000;
Villa;7000;7;141;121;2447;D;1045;1595000;
Villa;4891;4;186;146;1404;C;1192;1325000;
Villa;4880;5;109;148;1395;F;5000;575000;
Villa;5000;5;173;68;2228;C;421;3695000;
Villa;9310;4;117;90;1626;D;709;1345000;
Villa;2400;3;82;82;5689;C;471;6798000;
Villa;2630;6;187;44;4169;C;701;5245000;
Villa;2690;5;176;72;3615;D;925;5250000;
Villa;9320;5;151;116;1544;D;566;775000;
Villa;9300;5;155;17;2333;C;1123;2995000;
Ejerlejlighed;2100;3;83;53;3247;C;1663;3795000;
Villa;7500;4;106;72;1554;C;319;1995000;
Villa;5856;4;107;67;1211;D;403;775000;
Villa;8740;4;115;69;1470;C;1000;1650000;
Villa;2670;5;204;64;3620;A20;819;6995000;
Villa;6800;5;133;94;2378;C;606;1698000;
Villa;6400;5;156;43;2595;E;1425;1995000;
Villa;9620;4;161;91;1696;E;20997;1395000;
Villa;2870;7;163;82;4875;D;631;7995000;
Villa;4000;7;176;57;3904;D;817;5495000;
Villa;4863;4;111;42;1824;E;790;845000;
Villalejlighed;2700;7;135;91;3758;E;303;3995000;
Villa;4520;6;205;51;2252;A10;717;2995000;
Villa;5750;4;102;37;1364;C;870;1395000;
Villa;2605;5;201;59;4111;C;914;5495000;
Villa;4171;3;180;105;1888;D;1046;1995000;
Villa;2960;5;170;67;7985;E;1029;8250000;
Ejerlejlighed;9430;3;86;50;3257;D;987;845000;
Villa;7100;5;125;81;3718;D;811;3995000;
Villa;7300;5;185;46;2780;D;1050;1750000;
Villa;5750;5;130;14;1786;B;1464;1995000;
Villa;4261;5;202;87;2176;F;1450;895000;
Villa;8600;5;156;58;2740;D;800;3995000;
Villa;8870;4;147;42;2049;E;629;1395000;
Villa;8700;6;153;0;3545;A15;865;3075000;
Villa;8464;6;183;47;2314;C;814;1998000;
Villa;3460;7;201;57;6512;D;40983;8300000;
Villa;2680;5;149;44;4282;C;1095;5495000;
Villa;8960;4;118;31;2342;C;655;1845000;
Rækkehus;2630;4;84;54;3817;C;307;3095000;
Villa;7300;7;161;59;2917;D;2425;2000000;
Villa;6950;5;115;50;2105;D;1096;1445000;
Villa;4640;4;144;109;1781;C;268;1445000;
Villa;2300;6;151;41;4432;C;564;8495000;
Villa;4800;6;151;107;2004;F;373;2095000;
Villa;7100;8;644;194;3311;C;9230;5700000;
Villa;6933;4;91;99;1495;E;655;895000;
Villa;7840;6;183;82;1819;C;837;1445000;
Villa;4733;6;195;20;2545;C;869;1875000;
Villa;8410;3;138;24;3038;C;856;3195000;
Villa;2920;8;205;132;7841;F;664;16995000;
Villa;6800;4;128;36;1423;C;715;925000;
Villa;8722;5;193;22;2460;C;1067;3295000;
Villa;4400;4;116;70;2228;E;972;1995000;
Villa;9270;4;115;38;1846;C;743;2098000;
Villa;3250;4;100;106;2435;G;538;1995000;
Villa;8250;6;226;31;13206;C;1541;17000000;
Villa;4700;4;95;61;2248;E;674;1475000;
Villa;6731;4;184;17;2043;C;2140;3298000;
Villa;7160;4;150;48;1917;D;948;2150000;
Villa;3700;5;122;98;1150;G;1278;925000;
Villa;2820;7;259;134;9843;E;1095;18750000;
Villa;9210;6;202;48;3072;D;881;3345000;
Villa;7100;6;146;100;2773;E;436;2170000;
Villa;9310;6;153;61;2590;D;898;1995000;
Villa;5400;6;170;115;1652;E;2547;1495000;
Villa;7950;5;136;94;1097;G;354;349000;
Villa;9210;5;162;36;2910;C;866;3345000;
Villa;9400;4;107;72;2375;E;571;1995000;
Villa;8350;6;178;36;2214;B;793;2195000;
Villa;5620;3;70;423;1037;E;2358;495000;
Villa;8883;5;177;17;3108;C;1182;3395000;
Villa;7742;5;129;131;1188;E;2340;1495000;
Villa;6780;3;96;121;1123;E;1349;575000;
Villa;9900;3;129;126;1375;B;307;1495000;
Villa;9440;5;141;57;2128;C;700;2098000;
Villa;4690;5;116;42;2215;D;900;2195000;
Villa;4450;7;151;79;2271;C;788;2150000;
Villa;5600;3;75;158;911;E;73;1495000;
Villa;9500;6;183;13;1860;B;1189;2195000;
Rækkehus;3050;2;62;30;2397;C;159;2295000;
Villa;9574;8;138;148;1376;B;1621;1495000;
Villa;8800;7;188;43;3021;C;1086;2495000;
Rækkehus;8410;4;110;0;4050;A15;204;2498000;
Villa;4780;5;171;46;2117;E;912;1495000;
Rækkehus;8410;4;110;0;4050;A15;200;2498000;
Villa;9900;4;139;53;1676;D;722;1550000;
Rækkehus;8410;4;110;0;4050;A15;202;2498000;
Rækkehus;8410;4;110;0;4052;A15;204;2498000;
Villa;5856;4;152;51;1445;C;700;1550000;
Rækkehus;8410;4;110;0;4052;A15;206;2498000;
Villa;7900;5;126;66;1210;E;1070;665000;
Villa;9480;2;136;116;760;F;1340;675000;
Villa;8700;4;122;119;2019;D;1333;1395000;
Villa;9240;5;136;94;1820;G;990;695000;
Villa;5560;5;195;121;1525;D;1531;1395000;
Villa;4780;4;121;196;1458;G;827;739000;
Villa;5854;9;265;50;2472;E;2088;1395000;
Villa;4900;3;124;56;1682;E;881;749000;
Villa;8763;3;110;58;1633;D;806;1395000;
Villa;5683;6;130;131;1418;D;1129;795000;
Villa;9620;5;110;91;1188;D;712;798000;
Villa;6470;4;127;49;1723;G;748;825000;
Ejerlejlighed;6950;3;48;43;2303;F;50273;825000;
Villa;7500;5;145;91;1197;D;1463;845000;
Villa;7500;7;140;63;1861;D;652;1415000;
Villa;7760;3;111;67;1123;D;435;895000;
Villa;9640;4;139;51;1464;D;797;1495000;
Villa;4440;4;127;46;1649;D;830;1498000;
Villa;6971;5;147;57;1349;D;1220;995000;
Villa;5492;5;153;121;1496;D;390;995000;
Villa;5700;4;99;54;1888;C;799;1500000;
Villa;6070;4;116;35;2318;C;910;1500000;
Villa;8800;5;216;42;1865;C;1399;1595000;
Villa;6823;4;144;48;2143;C;1937;1599000;
Villa;4873;3;107;131;1497;D;690;1025000;
Villa;4540;5;155;171;3203;E;7705;1650000;
Villa;4720;5;174;31;1932;D;1227;1695000;
Villa;4534;5;131;84;1827;C;355;1695000;
Villa;6100;4;130;42;2101;C;1054;1695000;
Villa;6933;5;136;40;1337;D;1114;1095000;
Ejerlejlighed;9990;3;72;39;923;E;19978;1095000;
Ejerlejlighed;5250;4;109;84;2064;E;294;1695000;
Villa;9620;5;198;71;1547;D;1000;1095000;
Villa;8960;7;212;97;1308;D;481;1745000;
Villa;8600;6;243;116;1497;D;578;1750000;
Villa;4360;5;125;121;2048;D;756;1095000;
Villa;7430;8;340;89;2187;D;4020;1795000;
Villa;6440;5;125;86;1330;E;925;1145000;
Villa;7000;5;139;54;2473;D;718;1150000;
Villa;9700;7;223;48;2865;C;1072;1795000;
Villa;6920;4;127;56;1717;E;790;1195000;
Rækkehus;5220;3;75;45;1786;C;312;1795000;
Villa;7323;6;165;83;1518;D;816;1195000;
Villa;4652;2;93;150;2239;C;5721;2195000;
Villa;4220;2;96;74;2088;D;634;1198000;
Villa;4760;4;94;103;1903;D;460;1295000;
Villa;5240;4;151;147;1848;E;585;1795000;
Villa;9560;5;157;50;2320;D;875;1249000;
Villa;9280;6;250;12;2457;A10;1249;4995000;
Villa;6200;7;231;5;2856;A15;989;4995000;
Villa;7200;4;263;99;2298;C;1909;1795000;
Villa;9500;5;135;48;1506;C;862;1295000;
Villa;2650;7;153;56;3737;C;400;4295000;
Villa;5580;5;127;107;1605;D;784;1395000;
Villa;9310;9;343;109;1882;C;6784;4998000;
Villa;7160;7;213;79;2050;C;1003;1795000;
Villa;5210;4;106;157;1839;E;528;1295000;
Villa;6261;5;140;92;1196;C;358;650000;
Villa;4640;6;214;54;1977;D;1144;2195000;
Villa;9600;4;133;47;1488;E;1852;1845000;
Villa;4683;3;121;66;2046;C;995;1495000;
Villa;4621;5;138;171;2851;D;760;2895000;
Villa;4874;5;124;136;1036;F;1024;695000;
Villa;4200;6;158;52;2684;C;286;5345000;
Villa;8300;4;100;87;2046;G;567;1345000;
Villa;3480;6;166;42;4354;C;835;4395000;
Villa;9800;6;208;42;2728;C;766;2945000;
Villa;5471;5;126;55;1434;E;999;695000;
Villa;4400;4;146;54;2956;D;980;1650000;
Ejerlejlighed;5000;2;48;84;1623;D;602;1295000;
Villa;5700;5;129;60;2133;E;2410;1850000;
Villa;2630;6;201;23;4270;B;737;5495000;
Rækkehus;5750;3;114;194;1284;C;590;1345000;
Villa;5853;4;162;171;1866;C;25198;2195000;
Villa;3600;4;100;65;3672;F;1318;2995000;
Villa;2670;6;180;42;3709;C;835;4495000;
Villa;9480;4;150;94;1126;E;2284;795000;
Villa;6400;5;150;45;2575;D;949;1850000;
Villa;4600;5;171;3;4302;A15;783;5995000;
Villa;4660;5;138;68;2226;D;937;2195000;
Villa;4660;4;122;33;2167;D;795;1950000;
Villa;3210;4;91;42;2632;F;1200;2095000;
Rækkehus;5610;3;82;151;1122;D;60;850000;
Villa;5863;4;150;19;1891;B;2326;1895000;
Villa;2830;5;126;86;5588;C;794;5995000;
Villa;9500;3;174;117;2608;D;526;3095000;
Villa;4700;5;161;86;2319;C;870;1395000;
Villa;9500;5;196;61;1361;B;913;1345000;
Villa;7182;5;134;49;1910;C;895;1895000;
Villa;9900;4;163;43;2220;C;861;2195000;
Villa;5792;4;149;77;2068;D;591;2295000;
Villa;3500;4;177;47;5692;C;856;7995000;
Villa;9990;4;171;10;5096;B;1400;5145000;
Villa;9632;8;244;121;1669;D;4490;1650000;
Villa;6310;3;93;70;1335;F;712;895000;
Villa;5700;6;135;77;2384;F;572;2245000;
Villa;8670;5;195;116;1911;D;562;1898000;
Rækkehus;4700;4;136;12;2418;B;447;2295000;
Villa;3070;6;164;35;5256;C;608;5495000;
Villa;8740;7;240;57;2153;C;1212;1345000;
Villa;9990;13;337;131;7067;E;849;10500000;
Rækkehus;2765;4;106;50;3409;B;135;3235000;
Villa;6400;4;185;135;1435;E;1033;1995000;
Villa;5771;6;157;15;2255;C;1234;2395000;
Villa;5330;5;129;89;1632;D;394;1750000;
Villa;8240;6;195;24;3690;B;728;6695000;
Villa;8305;6;147;151;1500;F;665;995000;
Villa;9800;6;200;50;2384;C;1000;2295000;
Rækkehus;6000;6;131;121;1845;D;198;2395000;
Villa;7800;4;124;61;1069;F;720;495000;
Villa;4990;5;115;131;842;F;1122;325000;
Villa;5690;4;132;57;1629;C;871;1765000;
Villa;3230;4;118;146;2686;C;715;2298000;
Villa;9800;1;196;59;2697;D;1185;2495000;
Villa;8400;4;168;66;4422;F;730;3495000;
Villa;8586;8;152;74;1454;D;1143;575000;
Villa;8700;4;103;91;1490;C;238;1395000;
Villa;7650;5;130;58;951;D;1066;595000;
Villa;5690;5;138;194;1599;E;910;995000;
Villa;8700;4;128;161;1823;B;448;1995000;
Villa;5683;4;109;73;1548;D;696;995000;
Villa;5464;5;183;116;1772;D;1154;1395000;
Villa;6560;4;92;58;1054;D;730;639000;
Villa;6720;7;235;45;3138;B;3991;3498000;
Villa;9500;7;235;107;1449;B;3656;1995000;
Villa;9870;3;106;49;1774;D;970;895000;
Villa;4733;6;242;141;2204;D;31551;2645000;
Villa;8632;5;136;72;1797;E;812;1450000;
Villa;6720;5;160;15;1895;C;324;2498000;
Villa;7441;4;108;59;1726;C;803;1095000;
Villa;6500;4;107;39;1048;D;235;695000;
Villa;8641;3;124;116;1838;C;446;1795000;
Villa;9230;4;236;111;1728;A10;795;3499000;
Villa;4700;3;146;89;2895;E;3520;2795000;
Villa;5672;3;111;75;1233;D;800;949000;
Villa;8700;4;92;86;2108;E;599;1995000;
Villa;4700;4;100;53;2082;C;573;2095000;
Villa;5881;11;371;164;5046;G;10723;3595000;
